0.69	0.86
0.94	0.99
0.92	0.92
1.0	0.83
0.9	0.89
0.86	0.82
0.93	0.97
0.96	0.96
0.79	0.85
0.0	0.68
0.47	0.46
0.94	0.98
0.93	0.8
0.7	0.35
0.64	0.84
0.96	0.94
0.82	0.85
0.81	0.86
0.83	0.89
0.63	0.74
0.81	0.96
0.93	0.93
0.88	0.17
0.97	0.94
0.91	0.81
0.99	0.98
0.11	0.28
0.96	0.84
0.92	0.86
0.98	0.91
0.19	0.31
0.74	0.71
0.81	0.83
0.47	0.56
0.17	0.0
0.11	0.64
0.91	0.94
0.83	0.92
0.29	0.41
0.99	0.97
0.75	0.83
0.46	0.49
0.93	0.97
0.71	0.49
0.86	0.96
0.87	0.84
0.92	0.91
0.73	0.94
0.98	0.84
0.99	0.96
0.86	0.98
0.69	0.77
0.95	0.92
0.68	0.81
0.49	0.71
0.58	0.52
0.94	0.93
0.96	0.96
0.83	0.71
0.68	0.91
0.9	0.8
0.93	0.98
0.29	0.7
0.56	0.5
0.95	0.92
0.84	0.77
0.82	0.89
0.97	0.95
0.88	0.94
0.99	0.98
0.94	0.97
0.86	0.78
0.76	0.66
0.63	0.73
0.76	0.89
0.93	0.86
0.97	0.95
0.97	0.86
0.75	0.88
0.79	0.69
0.62	0.88
0.74	0.78
0.92	0.98
0.9	0.77
0.42	0.28
1.0	0.97
0.95	0.92
0.83	0.89
0.53	0.67
0.9	0.82
0.96	0.86
0.82	0.92
0.83	0.82
0.96	0.98
0.95	0.94
0.8	0.82
0.94	0.94
0.6	0.56
0.63	0.86
0.73	0.57
0.73	0.85
0.52	0.23
0.66	0.45
0.94	0.94
0.85	0.89
0.71	0.75
0.87	0.84
0.63	0.82
0.62	0.77
0.98	0.93
0.89	0.7
0.84	0.87
0.7	0.81
0.81	0.62
0.84	0.89
0.61	0.64
0.97	1.0
0.86	0.78
0.94	0.93
0.05	0.64
0.81	0.93
0.82	0.92
0.98	0.93
0.42	0.0
0.96	0.91
1.0	0.89
0.79	0.91
0.84	0.8
0.75	0.81
0.74	0.82
0.77	0.69
0.96	0.97
0.69	0.56
0.45	0.7
0.84	0.81
0.8	0.81
0.97	0.96
0.98	0.94
0.88	0.67
0.86	0.98
0.9	0.62
0.92	0.98
0.62	0.81
0.96	0.95
0.91	0.98
0.95	0.97
0.88	0.9
0.96	0.99
0.79	0.81
0.88	0.87
0.81	0.85
0.91	0.86
0.91	0.89
0.11	0.85
0.79	0.85
0.97	0.94
0.97	0.93
0.87	0.91
0.96	0.94
0.91	0.94
0.92	0.54
0.53	0.49
0.93	0.86
0.97	0.74
0.97	0.92
0.89	0.83
0.91	0.93
0.77	0.84
0.93	0.97
0.22	0.31
0.77	0.08
0.58	0.17
0.88	0.89
0.96	0.94
0.93	0.89
0.92	1.0
0.89	0.61
0.8	0.79
0.86	0.88
0.9	0.87
0.89	0.83
0.91	0.8
0.92	0.94
0.95	0.93
0.62	0.71
0.05	0.02
0.0	0.88
0.9	0.83
0.11	1.0
0.9	0.98
0.88	0.91
0.95	0.79
0.7	0.86
0.87	0.83
0.82	0.74
0.82	0.77
0.37	0.82
0.17	0.11
0.0	0.02
0.93	0.91
0.86	0.88
0.93	0.94
0.96	1.0
0.89	0.86
0.87	0.98
0.95	0.92
0.8	0.88
0.9	0.88
0.74	0.82
0.57	0.67
0.91	0.74
0.94	0.97
0.64	0.74
0.71	0.66
0.91	0.77
0.48	0.51
0.79	0.74
0.96	0.7
0.94	0.92
0.98	0.95
0.78	0.89
1.0	0.97
0.77	0.61
0.98	1.0
0.7	0.66
0.86	0.89
0.83	0.91
0.61	0.76
0.95	0.96
0.99	0.98
0.97	0.94
0.78	0.67
0.96	0.93
0.78	0.91
0.86	0.72
0.93	0.81
0.98	0.96
0.95	0.99
0.93	0.78
0.86	0.81
0.22	0.45
0.93	0.86
0.02	0.31
0.84	0.87
0.73	0.85
0.45	0.34
0.9	0.98
0.69	0.59
0.86	0.91
0.56	0.7
0.96	0.97
0.91	0.81
0.17	0.94
0.95	0.97
0.93	0.84
0.82	0.17
0.94	0.91
0.81	0.88
0.46	0.66
0.19	0.08
0.66	0.54
0.96	0.88
0.17	0.28
0.05	0.29
0.93	0.96
0.97	0.99
0.86	0.94
0.98	0.94
0.8	0.93
0.71	0.61
0.94	0.88
0.86	0.91
0.35	0.94
0.57	0.64
0.91	0.92
0.9	0.98
0.69	0.75
0.99	0.98
0.9	0.93
0.83	0.83
0.91	0.92
0.98	1.0
0.68	0.63
1.0	0.88
0.81	0.9
0.93	0.96
0.91	0.96
0.98	0.89
0.92	0.99
0.81	0.93
0.56	0.71
0.92	0.79
0.89	0.88
0.88	0.98
0.97	0.83
0.97	0.87
0.31	0.17
0.37	0.31
0.76	0.58
0.93	0.97
0.86	0.84
0.94	0.95
0.95	0.89
0.71	0.81
0.75	0.85
0.77	0.69
0.17	0.88
0.66	0.83
0.82	0.8
0.93	0.98
0.08	0.31
0.82	0.86
0.91	0.97
0.34	0.88
0.96	0.95
0.89	0.84
0.99	0.92
0.95	0.91
0.88	0.91
0.78	0.91
0.91	0.94
0.78	0.64
0.68	0.78
0.25	0.17
0.35	0.11
0.98	0.87
0.88	0.87
0.96	0.96
0.78	0.61
0.94	0.7
0.64	0.29
0.48	0.11
0.19	0.8
0.89	0.91
0.56	0.74
0.95	0.99
0.05	0.45
0.42	0.51
0.73	0.61
0.93	0.86
0.82	0.86
0.87	0.88
0.87	0.54
0.98	0.95
0.69	0.49
0.88	0.79
0.8	0.98
0.91	0.93
0.84	0.9
0.83	0.64
0.85	0.84
0.37	0.14
0.94	0.87
0.82	0.72
0.19	0.02
0.92	0.97
0.98	0.9
0.83	0.79
0.96	1.0
0.47	0.64
0.9	0.78
0.93	0.95
0.92	0.88
0.91	0.9
0.84	0.91
0.05	0.14
0.39	0.42
0.69	0.67
1.0	0.47
0.64	0.58
0.17	0.48
0.88	0.8
0.46	0.56
0.78	0.9
0.86	0.69
0.82	0.41
0.83	1.0
0.87	0.81
0.84	0.98
0.41	0.76
0.78	0.89
0.82	1.0
0.86	0.98
0.93	0.88
0.71	0.91
0.71	0.64
0.85	0.88
0.28	0.22
0.82	0.47
0.91	0.96
0.82	0.89
0.88	0.84
0.91	0.92
0.94	0.98
0.7	0.79
0.95	0.97
0.63	0.62
0.52	0.05
0.85	0.89
0.91	0.82
0.75	0.63
0.84	0.9
0.34	0.37
0.86	0.97
0.98	0.92
0.89	0.93
0.97	0.95
0.6	0.98
0.47	0.9
0.91	0.95
0.92	0.93
0.47	0.52
0.47	0.57
0.14	0.11
0.86	0.83
0.76	0.11
0.68	0.11
0.98	0.79
0.96	0.95
0.99	0.85
0.37	0.74
0.96	0.91
0.92	0.94
0.89	0.94
0.82	0.79
0.9	0.82
0.61	0.64
0.98	0.97
0.84	0.83
0.81	0.94
0.7	0.77
0.92	0.88
0.79	0.98
0.8	0.31
0.93	0.95
0.81	0.9
0.05	0.35
0.6	0.63
0.84	0.83
0.88	0.96
0.97	0.97
0.93	0.89
0.85	0.96
0.69	0.73
0.73	0.86
0.96	0.93
0.8	0.89
1.0	0.94
0.91	0.87
0.84	0.89
0.73	0.9
0.9	0.85
0.92	0.96
0.95	0.95
0.22	0.88
0.85	0.8
0.96	0.97
0.91	0.85
0.79	0.63
0.85	0.66
0.92	0.8
1.0	0.9
0.88	0.47
0.79	0.72
0.95	0.87
0.74	0.8
0.78	0.85
0.81	0.9
0.89	0.81
0.86	0.75
0.88	0.92
0.96	0.8
0.62	0.85
0.85	0.94
0.81	0.7
0.77	0.81
0.74	0.02
0.8	0.9
0.94	0.11
0.99	0.94
0.94	0.72
0.79	0.84
0.9	0.8
0.76	0.83
0.6	0.76
0.35	0.41
0.87	0.82
0.63	0.67
0.88	0.85
0.91	0.69
0.64	0.82
0.93	0.86
0.94	0.96
0.82	0.47
0.35	0.58
0.94	0.23
0.87	0.74
0.61	0.68
0.72	0.67
0.9	0.98
0.85	0.9
0.92	0.81
0.91	0.8
0.89	0.95
0.39	0.51
0.8	0.74
0.88	0.87
0.82	0.0
0.92	0.85
1.0	0.93
0.88	0.79
0.94	0.86
0.94	0.92
0.82	0.63
1.0	0.98
0.84	0.76
0.85	0.91
0.25	0.37
0.91	0.9
0.28	0.51
0.87	0.96
0.86	0.71
0.98	0.94
0.94	0.96
0.52	1.0
0.98	1.0
0.31	0.48
0.08	0.14
0.34	0.19
0.48	0.31
0.0	0.88
0.57	0.34
0.73	0.65
0.81	0.96
0.95	0.99
0.61	0.69
0.9	0.98
0.72	0.71
0.8	0.81
0.86	0.96
0.91	0.89
0.84	0.93
0.46	0.61
0.83	0.9
0.73	0.59
0.95	0.94
0.82	0.85
0.8	0.9
0.65	0.34
0.81	0.81
0.84	0.91
0.6	0.08
0.66	0.53
0.9	0.96
0.81	0.8
0.76	0.77
0.58	0.94
0.94	0.9
0.35	0.76
0.68	0.61
0.34	0.28
0.88	0.83
1.0	0.85
0.96	0.86
0.89	0.87
0.83	0.77
0.85	0.95
0.17	0.08
0.84	0.79
0.99	0.98
0.71	0.96
0.89	0.95
0.88	0.7
0.83	0.84
0.64	0.52
0.9	0.98
0.83	0.86
0.95	0.9
0.89	0.93
0.7	0.87
0.95	0.96
0.86	0.89
0.88	0.52
0.87	0.99
0.29	0.94
0.97	0.98
0.71	0.0
0.94	1.0
0.89	0.99
0.97	0.96
0.95	0.9
0.96	0.86
0.92	0.85
0.94	0.87
0.75	0.81
0.87	0.65
0.86	0.92
0.77	0.81
0.45	0.08
0.87	0.68
0.45	0.6
0.81	0.79
0.96	0.86
0.91	0.93
1.0	0.89
0.17	0.82
0.9	0.85
0.85	0.45
0.88	0.69
0.84	0.85
0.83	0.97
0.93	0.81
0.69	0.94
0.92	0.99
0.73	0.83
0.86	0.75
0.75	0.74
0.83	0.86
0.67	0.66
0.22	0.14
0.9	0.97
0.59	0.74
0.92	0.75
0.93	0.9
0.88	0.87
0.92	0.81
0.86	0.87
0.67	0.7
0.81	0.92
0.97	0.96
0.95	0.95
0.69	0.63
0.05	0.35
0.75	0.88
0.99	0.96
0.96	0.93
0.89	0.86
0.95	0.93
1.0	0.35
0.96	0.83
0.95	0.98
0.81	0.7
0.6	0.73
0.02	0.0
0.67	0.84
0.97	0.98
0.95	0.87
0.89	0.91
0.67	0.59
0.95	0.92
0.67	0.6
0.89	0.87
0.89	0.81
1.0	0.92
0.9	0.79
0.84	0.8
0.93	0.81
0.89	0.97
0.85	0.92
0.69	0.81
0.17	0.05
0.96	0.98
0.84	0.84
0.89	0.74
0.95	0.94
0.82	0.73
0.87	0.85
0.88	0.92
0.96	0.98
0.82	0.22
0.69	0.96
0.86	0.9
0.84	0.61
0.7	0.84
0.78	0.79
1.0	0.94
0.91	0.85
0.76	0.35
0.71	0.84
0.87	0.98
0.11	0.05
0.92	0.71
0.75	0.92
0.97	0.93
0.78	0.83
0.85	0.9
0.99	0.95
0.87	0.8
0.98	0.77
0.9	0.57
0.89	0.84
0.86	0.97
0.85	0.98
0.57	0.67
0.85	0.82
0.79	0.88
0.86	0.85
0.17	0.05
0.93	0.9
0.92	0.94
0.98	0.97
0.88	0.97
0.98	0.99
0.94	0.89
0.96	0.85
0.99	0.94
0.92	0.88
0.82	1.0
0.66	0.81
0.85	0.78
1.0	0.99
0.85	0.91
0.57	0.28
0.97	0.98
0.9	0.92
0.83	0.79
0.97	0.98
0.88	0.89
0.56	0.71
0.05	0.25
0.99	0.91
0.97	0.83
0.82	0.87
0.81	0.92
0.93	0.94
0.89	0.81
0.62	0.75
0.91	0.99
0.94	0.97
0.94	0.98
0.95	1.0
0.95	0.98
0.85	0.92
0.46	0.52
0.99	0.93
0.64	0.7
0.95	0.94
0.69	0.85
0.95	0.83
0.47	0.7
0.82	0.76
0.93	0.8
0.85	0.97
0.64	0.71
0.88	0.84
0.93	0.89
0.86	0.81
0.47	0.64
0.94	0.92
0.92	0.88
0.87	0.86
0.92	0.75
0.85	0.89
0.93	0.96
0.94	0.92
0.81	0.69
0.69	0.81
0.87	0.98
0.89	0.79
0.92	0.81
0.89	0.94
0.93	0.94
0.88	0.96
0.63	0.8
0.95	0.97
0.76	0.86
0.88	0.84
1.0	0.96
0.93	0.88
0.47	0.05
0.94	0.83
0.54	0.6
0.95	0.87
0.93	0.85
0.99	0.87
0.17	0.48
0.8	0.87
0.87	0.94
0.83	0.8
0.82	0.81
0.85	0.89
0.89	0.63
0.86	0.83
0.9	0.75
0.7	0.79
0.8	0.72
0.96	0.95
0.89	0.88
0.61	0.9
0.92	0.96
0.94	0.87
0.58	0.88
0.86	0.96
0.29	0.88
0.97	0.98
0.94	1.0
0.82	0.41
0.82	0.17
0.84	0.85
0.89	0.88
0.91	0.78
0.02	0.31
0.87	0.89
0.57	0.76
0.92	0.89
0.74	0.73
0.81	0.87
0.93	0.8
0.96	0.94
0.93	0.9
0.98	0.87
0.9	0.99
0.92	0.84
0.92	0.67
0.14	0.0
0.92	0.82
0.64	0.73
0.9	0.98
0.71	0.52
0.35	0.17
0.97	0.95
0.52	0.64
0.84	0.88
0.88	0.95
0.79	0.7
0.71	0.67
0.91	0.83
0.96	0.98
0.87	0.95
0.92	0.83
0.8	0.95
0.47	0.05
0.85	0.92
0.96	0.98
0.81	0.75
0.54	0.57
0.94	0.64
0.92	0.98
0.85	0.7
0.93	0.9
0.53	0.88
0.92	0.95
0.14	0.57
0.99	0.93
0.68	0.76
0.63	0.84
0.97	0.91
0.94	0.86
0.9	1.0
0.41	0.11
0.92	0.66
0.94	0.52
1.0	0.96
0.9	0.99
0.54	0.56
0.85	0.94
0.95	0.86
0.66	0.92
0.8	0.91
0.93	0.86
0.95	0.86
0.97	0.94
0.8	0.87
0.93	0.92
0.93	0.98
0.17	0.14
0.71	0.61
0.88	0.84
0.84	0.81
0.85	0.88
0.84	0.89
0.97	0.96
0.22	0.42
0.79	0.96
0.83	0.88
0.93	0.9
0.74	0.88
0.97	0.92
0.8	0.89
0.75	0.81
0.67	0.77
0.98	0.93
0.02	0.08
0.9	0.85
0.94	1.0
0.82	0.89
0.85	0.9
0.98	0.96
0.91	0.95
0.42	0.05
0.8	0.81
0.52	1.0
1.0	0.93
0.95	0.96
0.88	0.17
0.64	0.66
0.91	0.92
0.98	0.95
0.99	0.93
0.98	0.87
0.94	0.93
0.82	0.11
0.79	0.8
1.0	0.92
0.79	0.93
0.73	0.92
0.52	0.76
0.87	0.95
0.97	0.97
0.79	0.96
0.63	0.61
0.86	0.96
0.91	0.82
0.73	0.5
0.81	0.81
0.9	0.8
0.97	0.94
0.79	0.91
0.85	0.94
0.9	1.0
0.97	0.94
0.85	0.87
0.0	0.82
0.86	0.89
0.89	0.91
0.79	0.76
1.0	0.73
0.84	0.83
0.97	0.93
0.8	0.91
0.93	0.99
0.9	0.86
0.96	1.0
0.11	0.39
0.97	0.92
0.77	0.73
0.58	0.52
0.74	0.93
0.94	0.82
0.94	0.82
1.0	0.98
0.83	0.8
0.96	0.92
0.91	0.94
0.78	0.97
0.79	0.54
