0.77	0.57
0.85	0.83
0.84	0.81
0.8	0.85
1.0	0.7
0.9	0.98
0.84	0.67
0.79	1.0
0.86	0.92
0.95	0.98
0.74	0.71
0.94	0.65
0.75	0.9
0.51	0.94
0.91	1.0
0.78	0.91
0.58	0.7
0.75	0.67
0.52	0.47
0.74	0.78
0.95	0.74
0.67	0.84
0.8	0.95
0.77	0.74
0.9	0.73
0.97	0.88
0.65	0.8
0.84	0.87
0.88	0.0
0.86	0.71
0.58	0.35
0.77	0.68
0.88	0.85
0.77	0.88
0.97	0.92
0.69	0.9
0.67	0.69
0.64	0.76
0.71	0.94
0.84	0.87
0.7	0.17
0.9	0.95
0.71	0.75
0.83	0.95
0.91	0.6
0.98	0.85
0.81	0.69
0.84	0.91
0.91	0.83
0.52	0.05
0.11	0.58
0.8	0.91
0.95	0.8
1.0	0.98
0.84	0.73
0.62	0.81
0.97	0.82
0.29	0.94
0.35	0.47
0.74	0.8
0.42	0.8
0.67	0.98
0.88	0.95
1.0	0.76
0.62	0.82
0.92	0.87
0.62	0.57
0.98	0.73
0.69	0.96
0.74	0.92
0.11	0.76
0.69	0.73
0.58	0.82
0.64	1.0
0.23	0.29
0.98	0.75
0.7	0.88
0.94	0.92
0.96	0.9
0.67	0.86
0.88	0.48
0.62	1.0
0.11	0.64
0.81	0.97
0.91	0.8
0.69	0.78
0.9	0.88
0.7	0.11
0.94	0.84
0.8	0.42
0.81	0.94
0.42	0.68
0.94	0.69
0.74	0.83
0.58	0.29
0.78	1.0
0.97	0.71
0.97	0.68
0.47	0.35
0.65	0.42
0.98	0.64
0.71	0.81
0.79	0.67
0.81	0.92
0.83	0.98
0.74	0.68
0.85	0.78
0.94	0.29
0.6	0.86
0.85	0.77
0.77	0.96
0.41	0.64
0.94	1.0
0.71	0.86
0.73	0.96
1.0	0.62
0.8	0.9
0.23	0.0
0.6	0.82
0.94	1.0
0.82	0.88
0.23	0.82
0.0	0.05
0.58	0.52
0.8	0.74
0.84	0.88
0.88	1.0
0.83	0.94
0.88	0.52
0.94	0.9
0.82	1.0
0.35	0.82
0.94	0.64
0.45	0.77
0.23	0.47
0.88	0.51
0.62	0.88
0.9	0.97
0.97	0.87
0.76	0.82
0.94	0.73
0.9	0.88
0.35	0.11
0.88	0.9
0.9	0.83
0.95	0.9
0.91	0.77
0.81	0.64
0.86	0.79
0.96	0.62
0.83	0.84
0.6	0.94
0.91	0.74
0.86	0.75
0.52	1.0
0.52	0.41
0.86	0.69
0.85	0.98
0.79	0.94
0.57	0.85
0.67	0.86
0.52	0.23
0.64	0.94
1.0	0.42
0.94	0.97
0.88	0.74
0.9	0.98
0.88	0.75
0.23	0.41
0.98	0.84
0.77	1.0
0.85	0.84
0.05	0.17
0.7	0.35
0.29	0.64
0.9	0.67
0.79	0.86
0.98	0.94
0.81	0.94
0.47	0.05
0.88	0.8
0.91	0.57
0.8	0.81
0.0	0.7
0.91	0.57
0.76	1.0
1.0	0.83
0.62	0.65
0.69	0.92
0.69	0.87
0.8	0.83
0.74	0.98
0.97	0.8
0.6	0.42
0.68	0.65
0.94	0.69
0.8	0.97
0.77	0.81
0.81	0.85
0.74	1.0
0.85	0.94
0.77	0.81
0.85	0.77
0.87	1.0
0.84	0.94
0.9	0.8
0.81	0.85
0.77	0.42
0.29	0.11
0.83	0.98
0.75	0.88
0.17	0.41
0.73	0.69
0.83	0.84
0.97	0.85
0.92	0.81
0.41	0.29
0.94	0.6
1.0	0.05
0.81	0.85
0.91	0.42
0.78	0.97
0.83	0.81
1.0	0.88
0.77	0.71
0.94	0.75
0.86	0.98
0.11	0.41
0.8	0.51
0.94	0.78
0.7	0.41
0.48	1.0
0.9	0.8
0.67	0.79
0.95	0.78
0.52	0.41
0.45	0.97
0.85	0.65
0.35	0.17
0.0	0.88
0.74	0.97
0.81	0.88
0.9	0.91
0.94	0.83
1.0	0.9
0.83	1.0
0.58	0.23
0.64	0.82
0.79	0.75
0.81	0.8
0.67	0.94
0.9	0.88
0.6	0.8
0.85	1.0
0.58	0.94
0.83	0.92
0.87	0.74
0.51	1.0
0.95	0.92
0.91	0.94
0.45	0.6
0.6	0.71
0.82	1.0
0.41	0.64
0.86	0.62
0.74	0.94
0.57	1.0
0.88	0.97
0.9	0.92
0.81	0.9
0.81	0.98
0.79	0.73
0.96	0.98
0.48	0.88
0.82	0.88
0.94	0.88
0.94	0.96
0.82	0.58
1.0	0.88
0.65	0.85
0.75	0.6
0.0	0.76
0.64	0.23
0.95	0.91
0.58	1.0
0.52	0.29
0.45	0.48
0.85	0.84
0.83	0.73
0.81	0.78
0.35	0.76
0.85	0.69
0.98	0.92
0.9	0.85
0.91	0.85
0.88	1.0
0.77	0.97
0.7	0.88
0.98	0.92
1.0	0.81
0.9	0.69
0.45	0.62
0.83	0.9
0.8	0.62
0.84	0.96
0.84	0.8
0.77	1.0
0.76	1.0
0.96	0.79
0.67	0.77
0.75	0.79
0.88	1.0
0.83	0.85
0.11	0.47
0.69	0.94
0.64	0.35
0.7	1.0
0.78	0.7
0.94	0.91
0.94	0.91
0.88	0.74
0.94	0.88
0.95	0.81
0.85	0.77
1.0	0.88
0.94	0.82
0.7	0.83
0.87	0.95
0.11	0.82
0.64	0.82
0.94	0.58
0.97	0.83
0.91	0.88
0.69	0.84
0.98	0.69
0.41	0.64
0.76	0.29
0.92	1.0
1.0	0.41
0.65	0.42
0.42	0.91
0.77	0.6
0.47	0.58
0.85	0.6
1.0	0.91
0.85	0.8
0.62	0.74
0.6	0.97
0.98	0.83
0.0	0.17
0.6	0.9
0.82	0.97
0.88	0.82
0.79	0.77
0.48	0.57
0.92	0.83
0.17	0.23
0.97	1.0
0.77	0.8
0.84	0.77
0.94	0.97
0.98	0.81
0.68	0.45
0.82	0.8
0.98	0.94
0.11	0.88
0.0	0.7
0.98	0.95
0.68	0.85
1.0	0.74
0.42	0.94
0.62	0.45
1.0	0.77
1.0	0.96
0.81	0.69
0.67	0.86
0.83	1.0
0.91	0.65
0.52	0.17
0.88	1.0
0.41	0.64
0.91	0.82
0.45	0.77
0.91	0.74
0.48	0.77
0.23	0.76
0.42	0.74
0.05	1.0
0.91	0.95
0.29	0.0
0.57	0.65
0.23	0.47
0.9	0.91
0.86	0.96
0.35	0.17
0.65	0.8
0.41	0.0
0.05	0.41
0.8	0.62
0.17	0.88
0.29	0.88
0.23	0.76
0.88	0.23
0.88	0.94
0.68	0.94
0.92	0.83
0.94	0.74
0.58	1.0
0.92	0.98
0.97	0.91
0.78	0.94
0.88	0.95
0.74	0.45
0.71	0.62
0.97	0.74
0.74	0.92
0.64	0.11
0.35	0.0
0.74	0.88
0.9	0.92
0.6	0.65
1.0	0.74
0.05	0.41
0.9	0.69
0.71	0.88
0.6	1.0
0.87	0.88
0.74	0.91
0.45	0.85
0.82	0.74
0.88	0.17
0.88	0.83
1.0	0.88
0.58	0.41
0.9	0.81
0.77	0.88
0.69	0.77
0.98	0.74
0.69	0.79
0.78	0.98
0.71	0.48
0.98	0.8
1.0	0.97
0.8	0.45
0.82	0.68
0.91	0.71
0.94	0.52
0.91	0.42
0.94	0.79
0.68	0.91
0.85	0.92
0.35	0.41
1.0	0.8
0.68	0.51
0.65	0.91
0.91	0.7
0.9	0.81
0.76	0.7
0.57	0.45
0.85	0.7
0.62	0.65
0.88	0.74
1.0	0.76
0.05	0.64
0.58	0.7
0.85	1.0
0.96	0.81
1.0	0.6
0.9	0.83
0.77	0.83
0.85	0.92
0.73	0.77
0.42	0.77
0.6	0.67
0.8	0.74
0.7	0.41
0.94	0.11
0.8	0.68
0.79	0.88
0.88	0.92
0.6	0.98
0.96	0.67
0.29	0.64
0.17	0.11
0.42	0.74
0.88	0.23
0.86	0.81
0.52	0.7
0.76	0.82
0.23	0.05
0.8	0.94
0.92	0.79
0.88	0.94
0.94	0.87
0.52	0.17
1.0	0.88
0.86	0.94
0.94	0.7
0.8	0.94
0.71	0.74
0.87	0.7
0.45	0.85
0.94	0.87
0.92	0.77
0.74	0.94
0.79	0.94
0.74	0.68
0.84	0.7
0.69	0.92
0.85	0.74
0.77	0.71
0.8	0.6
1.0	0.85
0.64	0.23
0.65	0.88
0.94	0.65
0.62	0.75
0.05	0.76
0.71	0.97
0.91	0.8
0.77	0.79
0.98	0.92
0.81	0.98
0.85	0.97
0.84	0.83
0.05	0.41
0.11	0.52
0.47	0.82
0.48	0.91
0.69	1.0
0.76	0.94
0.75	0.73
0.64	0.9
0.94	0.88
0.92	0.6
0.64	1.0
0.97	0.85
0.52	0.82
0.92	0.9
0.11	0.58
0.96	0.71
0.91	0.82
0.85	0.74
0.57	0.68
0.47	0.7
0.69	0.86
0.57	0.88
0.42	0.85
0.52	0.58
0.98	0.85
0.29	0.82
0.74	0.82
0.96	0.77
0.7	0.29
0.48	0.62
0.85	0.92
0.8	0.71
1.0	0.48
0.6	0.69
0.91	0.81
0.35	0.7
0.97	0.91
0.88	0.81
0.84	0.87
0.88	0.83
0.71	0.8
0.0	0.94
0.84	0.97
0.23	1.0
0.79	0.62
1.0	0.88
0.65	0.91
0.97	0.85
0.52	0.7
0.74	1.0
0.45	0.88
0.68	0.77
0.75	0.81
0.82	0.47
1.0	0.23
0.64	0.0
0.92	0.78
0.88	0.78
0.05	0.64
0.51	0.65
1.0	0.97
0.83	0.69
0.91	1.0
0.42	0.48
0.75	0.92
0.42	0.48
0.48	0.8
0.73	0.98
0.75	0.6
0.57	0.94
0.76	0.58
1.0	0.88
0.77	0.81
1.0	0.98
0.83	0.79
1.0	0.47
0.77	0.88
0.81	0.96
0.0	0.47
0.6	0.65
0.94	0.67
0.94	1.0
0.41	1.0
0.75	0.96
0.78	0.83
0.88	0.64
1.0	0.85
0.7	0.47
0.82	0.58
0.78	0.95
0.86	0.84
0.68	0.51
0.94	0.64
0.65	0.77
0.86	1.0
0.84	0.95
0.45	0.71
0.87	0.74
0.98	0.9
0.75	0.9
0.69	1.0
0.77	0.69
0.47	0.7
0.98	0.92
0.97	0.95
0.81	0.94
0.76	0.52
0.9	0.6
0.84	0.88
0.62	0.57
0.94	0.86
0.71	0.82
0.98	0.75
0.83	0.94
0.83	0.96
0.51	0.48
0.29	0.52
0.76	0.47
0.65	1.0
0.8	0.62
0.92	0.77
0.11	0.0
1.0	0.91
0.79	0.81
0.48	0.42
0.41	0.94
0.83	0.96
0.82	0.58
0.67	0.96
0.87	0.81
0.88	0.94
0.95	0.94
0.65	0.48
0.91	0.48
0.65	1.0
0.17	0.0
0.68	0.45
0.71	1.0
0.97	0.9
0.88	0.91
0.92	0.9
0.98	0.84
0.98	0.88
0.96	0.75
0.57	0.42
0.83	0.81
0.84	0.96
0.35	1.0
0.69	0.84
0.68	0.6
0.68	0.85
0.67	0.62
0.11	0.47
0.96	0.81
0.85	0.42
0.57	0.74
0.83	0.97
0.81	0.83
0.76	0.58
0.11	0.29
0.97	0.65
0.92	0.84
0.91	0.94
0.88	0.77
1.0	0.84
1.0	0.97
0.81	0.86
0.79	0.84
1.0	0.67
